86,86,86,86,86,86,86,86,76,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,76,86,86,76,20,20,20,20,20,20,20,76,86,86,76,86,86,86,86,86,86,86,76
70,46,46,46,46,46,70,86,76,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,76,86,86,76,20,20,20,20,20,20,20,76,86,86,76,86,86,86,86,86,86,86,76
1,46,46,46,46,46,1,86,76,20,20,20,20,20,70,46,46,46,46,46,46,46,46,46,46,46,46,70,86,86,70,46,46,46,46,46,46,46,70,86,86,76,86,86,86,86,86,86,86,76
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,70,46,46,46,46,46,46,46,70
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46
1,46,46,46,46,46,1,86,76,20,20,20,20,20,1,46,46,46,46,46,46,46,46,46,46,46,46,1,86,86,1,46,46,46,46,46,46,46,1,86,86,46,46,46,46,46,46,46,46,46
1,47,47,47,47,47,1,86,76,20,20,20,20,20,1,47,47,47,47,47,47,47,47,47,47,47,47,1,86,86,84,72,72,72,72,72,72,72,84,86,86,84,72,72,72,72,72,72,72,84
72,72,72,72,72,84,1,86,76,20,20,20,20,20,84,72,72,72,72,72,72,72,72,72,72,72,72,84,86,86,29,75,75,75,75,75,75,75,29,86,86,28,53,60,81,82,60,53,81,82
61,61,75,75,75,75,84,86,76,20,20,20,20,20,28,75,75,75,75,75,75,75,75,75,75,75,75,28,86,86,29,75,75,75,75,75,75,75,29,86,86,28,67,60,95,96,60,67,95,96
53,53,53,53,66,53,29,86,76,20,20,20,20,20,28,26,27,11,53,26,27,81,82,13,13,26,27,28,86,86,29,53,81,82,53,66,53,53,29,86,86,28,53,81,82,60,60,66,60,60
67,67,67,67,80,67,29,76,76,76,76,76,76,76,28,40,41,75,67,40,41,95,96,69,69,40,41,28,76,76,29,67,95,96,67,80,67,67,29,76,76,28,67,95,96,60,60,80,60,60
